age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
83,?,9,Widowed,?,Not-in-family,White,Female,0,0,20,United-States
62,?,9,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States
49,Private,11,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
59,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,England
34,Private,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States
26,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
59,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
47,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
42,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States
24,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
23,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,24,United-States
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
76,?,9,Widowed,?,Not-in-family,Black,Female,0,0,2,United-States
59,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
28,Private,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
19,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,14,United-States
56,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
27,Private,13,Never-married,Sales,Not-in-family,Black,Female,0,1590,40,United-States
28,Private,10,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States
55,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Male,34095,0,60,United-States
37,Self-emp-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
26,Private,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States
36,Self-emp-inc,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,40,United-States
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
19,Private,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States
23,Private,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
45,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,40,United-States
62,?,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
52,State-gov,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States
52,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico
36,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
38,Private,9,Divorced,Sales,Unmarried,White,Male,0,0,46,United-States
49,Private,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,United-States
62,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
59,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
37,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
64,Self-emp-not-inc,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
18,Private,7,Never-married,Exec-managerial,Own-child,White,Female,0,0,25,United-States
21,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States
23,Private,9,Never-married,Other-service,Not-in-family,Black,Female,2977,0,55,United-States
36,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
48,Private,13,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines
59,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
27,Private,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States
40,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
29,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,2597,0,40,United-States
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
24,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States
68,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,42,?
39,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
44,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
24,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States
33,?,9,Separated,?,Own-child,Black,Female,0,0,40,United-States
51,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
25,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
54,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States
25,?,10,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States
56,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States
33,Private,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States
39,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
62,Private,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States
40,Self-emp-not-inc,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,England
34,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States
31,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,18,United-States
44,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1485,40,Haiti
29,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
48,Private,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
57,?,13,Never-married,?,Not-in-family,Black,Female,0,0,35,United-States
35,Private,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States
24,Private,13,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States
69,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20,United-States
46,Private,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,17,United-States
33,Private,12,Never-married,Other-service,Not-in-family,White,Male,0,0,60,Scotland
60,?,10,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States
36,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
18,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States
17,Self-emp-not-inc,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States
30,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,72,United-States
52,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
23,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
25,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
28,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,5,United-States
43,Self-emp-inc,9,Never-married,Prof-specialty,Unmarried,White,Female,0,0,35,United-States
20,?,10,Never-married,?,Own-child,White,Male,0,0,30,United-States
24,Private,10,Never-married,Machine-op-inspct,Own-child,Black,Female,2597,0,45,United-States
42,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
70,?,5,Never-married,?,Unmarried,White,Male,0,0,40,United-States
48,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
45,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
22,Private,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States
48,Private,10,Divorced,Sales,Unmarried,White,Male,0,0,45,United-States
46,Private,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Dominican-Republic
59,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
41,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,Dominican-Republic
17,Private,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
25,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
30,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
57,Private,10,Divorced,Sales,Not-in-family,White,Female,0,0,48,United-States
24,Private,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
20,?,10,Never-married,?,Own-child,White,Female,0,0,40,United-States
54,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States
45,Private,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,?
38,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,United-States
21,Private,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
67,?,10,Married-civ-spouse,?,Husband,White,Male,0,0,6,United-States
18,Private,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States
49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States
25,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
20,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States
68,Private,8,Widowed,Sales,Not-in-family,White,Female,0,0,30,United-States
39,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
46,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
41,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States
57,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
33,Private,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
17,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1719,18,United-States
26,State-gov,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States
38,Private,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
33,Local-gov,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,36,United-States
25,Private,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,55,United-States
39,Private,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States
47,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States
45,Private,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Mexico
23,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
25,Private,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
39,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States
38,Self-emp-not-inc,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
38,Federal-gov,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
34,Private,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
60,State-gov,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,3103,0,40,United-States
47,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,4,France
33,Local-gov,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,18,United-States
30,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,33,United-States
41,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
55,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States
35,Private,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
75,Private,6,Widowed,Tech-support,Not-in-family,White,Female,0,0,32,United-States
22,Private,9,Never-married,Sales,Own-child,White,Female,2597,0,40,United-States
20,Private,10,Never-married,Sales,Own-child,White,Male,0,0,30,?
22,?,7,Never-married,?,Other-relative,Black,Female,0,0,15,United-States
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1887,50,?
51,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
33,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States
47,Private,9,Married-civ-spouse,Other-service,Wife,Black,Female,5013,0,40,United-States
76,Self-emp-not-inc,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,United-States
26,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,Puerto-Rico
30,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
18,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States
41,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
32,Federal-gov,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,46,United-States
18,Private,7,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States
30,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
44,Local-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
20,?,10,Never-married,?,Other-relative,White,Female,0,0,25,United-States
50,Local-gov,15,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Laos
58,Local-gov,13,Separated,Prof-specialty,Unmarried,Black,Female,0,0,40,Jamaica
55,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States
32,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
20,Private,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States
40,?,13,Divorced,?,Not-in-family,White,Female,0,0,50,United-States
46,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
74,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,9,United-States
27,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
28,Federal-gov,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
34,Private,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,64,United-States
48,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
44,Local-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
20,Private,7,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,2961,0,35,United-States
39,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,48,China
28,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States
22,Private,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States
34,?,14,Never-married,?,Not-in-family,White,Male,4650,0,30,United-States
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
28,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
19,Private,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
56,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,2907,0,52,Cuba
